Wed Oct 28 02:19:41 2020 Epoch 0, lr: 0.0001000, val loss: 149.25757, acc: 45.81000
Wed Oct 28 02:44:52 2020 Epoch 22, lr: 0.0001000, val loss: 71.65324, acc: 75.47000
Wed Oct 28 02:46:01 2020 Epoch 23, lr: 0.0001000, val loss: 69.89486, acc: 76.17000
Wed Oct 28 02:47:09 2020 Epoch 24, lr: 0.0001000, val loss: 71.35829, acc: 75.00000
Wed Oct 28 02:48:18 2020 Epoch 25, lr: 0.0001000, val loss: 70.00906, acc: 76.46000
Wed Oct 28 02:49:27 2020 Epoch 26, lr: 0.0001000, val loss: 68.82054, acc: 76.74000
Wed Oct 28 02:50:36 2020 Epoch 27, lr: 0.0001000, val loss: 67.50249, acc: 77.24000
Wed Oct 28 02:51:44 2020 Epoch 28, lr: 0.0001000, val loss: 67.71045, acc: 77.08000
Wed Oct 28 02:52:53 2020 Epoch 29, lr: 0.0001000, val loss: 68.44057, acc: 76.84000
Wed Oct 28 02:54:01 2020 Epoch 30, lr: 0.0001000, val loss: 67.50337, acc: 77.33000
Wed Oct 28 02:55:10 2020 Epoch 31, lr: 0.0001000, val loss: 67.98517, acc: 77.42000
Wed Oct 28 02:56:18 2020 Epoch 32, lr: 0.0001000, val loss: 67.19535, acc: 77.34000
Wed Oct 28 02:57:27 2020 Epoch 33, lr: 0.0001000, val loss: 67.21230, acc: 78.01000
Wed Oct 28 02:58:36 2020 Epoch 34, lr: 0.0001000, val loss: 69.19893, acc: 77.84000
Wed Oct 28 02:59:44 2020 Epoch 35, lr: 0.0001000, val loss: 64.88638, acc: 78.87000
Wed Oct 28 03:00:53 2020 Epoch 36, lr: 0.0001000, val loss: 66.69895, acc: 78.46000
Wed Oct 28 03:02:02 2020 Epoch 37, lr: 0.0001000, val loss: 66.10147, acc: 78.60000
Wed Oct 28 03:03:10 2020 Epoch 38, lr: 0.0001000, val loss: 64.60483, acc: 79.13000
Wed Oct 28 03:04:18 2020 Epoch 39, lr: 0.0001000, val loss: 68.31437, acc: 78.62000
Wed Oct 28 03:05:27 2020 Epoch 40, lr: 0.0001000, val loss: 64.75209, acc: 79.57000
Wed Oct 28 03:06:36 2020 Epoch 41, lr: 0.0001000, val loss: 64.46018, acc: 79.63000
Wed Oct 28 03:07:44 2020 Epoch 42, lr: 0.0001000, val loss: 67.03657, acc: 78.78000
Wed Oct 28 03:08:53 2020 Epoch 43, lr: 0.0001000, val loss: 67.35336, acc: 79.11000
Wed Oct 28 03:10:02 2020 Epoch 44, lr: 0.0001000, val loss: 67.63423, acc: 79.02000
Wed Oct 28 03:11:10 2020 Epoch 45, lr: 0.0001000, val loss: 67.07969, acc: 79.66000
Wed Oct 28 03:12:19 2020 Epoch 46, lr: 0.0000100, val loss: 69.18692, acc: 79.11000
Wed Oct 28 03:13:28 2020 Epoch 47, lr: 0.0000100, val loss: 64.23234, acc: 80.77000
Wed Oct 28 03:14:36 2020 Epoch 48, lr: 0.0000100, val loss: 64.81049, acc: 80.81000
Wed Oct 28 03:15:44 2020 Epoch 49, lr: 0.0000100, val loss: 65.04099, acc: 80.91000
Wed Oct 28 03:52:28 2020 Epoch 0, lr: 0.0001000, val loss: 145.21277, acc: 48.18000
Wed Oct 28 03:53:37 2020 Epoch 1, lr: 0.0001000, val loss: 130.14710, acc: 53.22000
Wed Oct 28 03:54:45 2020 Epoch 2, lr: 0.0001000, val loss: 119.99731, acc: 57.05000
Wed Oct 28 03:55:53 2020 Epoch 3, lr: 0.0001000, val loss: 113.94354, acc: 59.23000
Wed Oct 28 03:57:02 2020 Epoch 4, lr: 0.0001000, val loss: 106.74878, acc: 61.69000
Wed Oct 28 03:58:10 2020 Epoch 5, lr: 0.0001000, val loss: 104.91728, acc: 62.95000
Wed Oct 28 03:59:18 2020 Epoch 6, lr: 0.0001000, val loss: 98.78972, acc: 64.83000
Wed Oct 28 04:00:27 2020 Epoch 7, lr: 0.0001000, val loss: 96.17003, acc: 65.46000
Wed Oct 28 04:01:35 2020 Epoch 8, lr: 0.0001000, val loss: 94.82091, acc: 66.54000
Wed Oct 28 04:02:43 2020 Epoch 9, lr: 0.0001000, val loss: 96.35869, acc: 66.62000
Wed Oct 28 04:03:52 2020 Epoch 10, lr: 0.0001000, val loss: 90.63397, acc: 67.32000
Wed Oct 28 04:05:01 2020 Epoch 11, lr: 0.0001000, val loss: 86.54807, acc: 69.44000
Wed Oct 28 04:06:09 2020 Epoch 12, lr: 0.0001000, val loss: 83.59144, acc: 70.03000
Wed Oct 28 04:07:17 2020 Epoch 13, lr: 0.0001000, val loss: 84.07160, acc: 70.15000
Wed Oct 28 04:08:26 2020 Epoch 14, lr: 0.0001000, val loss: 82.46807, acc: 70.91000
Wed Oct 28 04:09:35 2020 Epoch 15, lr: 0.0001000, val loss: 79.90046, acc: 72.24000
Wed Oct 28 04:10:43 2020 Epoch 16, lr: 0.0001000, val loss: 79.96951, acc: 72.31000
Wed Oct 28 04:11:51 2020 Epoch 17, lr: 0.0001000, val loss: 78.79997, acc: 72.31000
Wed Oct 28 04:13:00 2020 Epoch 18, lr: 0.0001000, val loss: 78.89132, acc: 72.27000
Wed Oct 28 04:14:08 2020 Epoch 19, lr: 0.0001000, val loss: 74.17493, acc: 74.16000
Wed Oct 28 04:15:17 2020 Epoch 20, lr: 0.0001000, val loss: 73.21486, acc: 74.63000
Wed Oct 28 04:16:25 2020 Epoch 21, lr: 0.0001000, val loss: 73.42624, acc: 74.36000
Wed Oct 28 04:17:34 2020 Epoch 22, lr: 0.0001000, val loss: 73.11926, acc: 74.80000
Mon Jul 24 17:26:18 2023 Epoch 0, lr: 0.0001000, val loss: 169.34155, acc: 38.44000
Mon Jul 24 17:26:59 2023 Epoch 1, lr: 0.0001000, val loss: 146.88628, acc: 48.13000
Mon Jul 24 17:27:41 2023 Epoch 2, lr: 0.0001000, val loss: 137.27472, acc: 51.27000
Mon Jul 24 17:28:24 2023 Epoch 3, lr: 0.0001000, val loss: 130.61615, acc: 53.49000
Mon Jul 24 17:29:08 2023 Epoch 4, lr: 0.0001000, val loss: 124.24218, acc: 56.38000
Mon Jul 24 17:29:54 2023 Epoch 5, lr: 0.0000999, val loss: 120.41852, acc: 58.24000
Mon Jul 24 17:30:40 2023 Epoch 6, lr: 0.0000999, val loss: 117.28280, acc: 58.66000
Mon Jul 24 17:31:27 2023 Epoch 7, lr: 0.0000998, val loss: 112.69613, acc: 60.52000
Mon Jul 24 17:32:15 2023 Epoch 8, lr: 0.0000998, val loss: 111.77549, acc: 60.76000
Mon Jul 24 17:33:03 2023 Epoch 9, lr: 0.0000997, val loss: 108.84350, acc: 61.66000
Mon Jul 24 17:33:51 2023 Epoch 10, lr: 0.0000996, val loss: 109.25521, acc: 61.25000
Mon Jul 24 17:34:40 2023 Epoch 11, lr: 0.0000995, val loss: 104.40110, acc: 63.19000
Mon Jul 24 17:35:29 2023 Epoch 12, lr: 0.0000994, val loss: 101.95762, acc: 64.40000
Mon Jul 24 17:36:18 2023 Epoch 13, lr: 0.0000993, val loss: 99.42532, acc: 65.34000
Mon Jul 24 17:37:08 2023 Epoch 14, lr: 0.0000991, val loss: 98.34862, acc: 65.55000
Mon Jul 24 17:37:57 2023 Epoch 15, lr: 0.0000990, val loss: 96.16101, acc: 66.17000
Mon Jul 24 17:38:47 2023 Epoch 16, lr: 0.0000988, val loss: 95.32133, acc: 66.83000
Mon Jul 24 17:39:35 2023 Epoch 17, lr: 0.0000986, val loss: 94.26600, acc: 66.78000
Mon Jul 24 17:40:25 2023 Epoch 18, lr: 0.0000984, val loss: 92.29249, acc: 67.91000
Mon Jul 24 17:41:15 2023 Epoch 19, lr: 0.0000982, val loss: 91.22589, acc: 68.19000
Mon Jul 24 17:42:04 2023 Epoch 20, lr: 0.0000980, val loss: 92.59628, acc: 67.54000
Mon Jul 24 17:43:34 2023 Epoch 21, lr: 0.0000978, val loss: 90.06451, acc: 69.07000
Mon Jul 24 17:52:31 2023 Epoch 22, lr: 0.0000976, val loss: 91.23647, acc: 68.23000
Mon Jul 24 17:53:14 2023 Epoch 23, lr: 0.0000973, val loss: 88.53166, acc: 69.14000
Mon Jul 24 17:53:59 2023 Epoch 24, lr: 0.0000970, val loss: 87.18591, acc: 69.66000
Mon Jul 24 17:54:46 2023 Epoch 25, lr: 0.0000968, val loss: 89.92042, acc: 68.53000
Mon Jul 24 17:55:32 2023 Epoch 26, lr: 0.0000965, val loss: 88.06175, acc: 69.51000
Mon Jul 24 17:56:21 2023 Epoch 27, lr: 0.0000962, val loss: 84.33299, acc: 71.13000
Mon Jul 24 17:57:09 2023 Epoch 28, lr: 0.0000959, val loss: 83.52389, acc: 71.36000
Mon Jul 24 17:57:57 2023 Epoch 29, lr: 0.0000956, val loss: 83.53509, acc: 71.08000
Mon Jul 24 17:58:45 2023 Epoch 30, lr: 0.0000952, val loss: 82.79145, acc: 71.49000
Mon Jul 24 17:59:33 2023 Epoch 31, lr: 0.0000949, val loss: 81.42161, acc: 72.00000
Mon Jul 24 18:00:19 2023 Epoch 32, lr: 0.0000946, val loss: 81.07401, acc: 71.56000
Mon Jul 24 18:01:08 2023 Epoch 33, lr: 0.0000942, val loss: 80.10581, acc: 72.56000
Mon Jul 24 18:01:55 2023 Epoch 34, lr: 0.0000938, val loss: 79.11728, acc: 72.95000
Mon Jul 24 18:02:43 2023 Epoch 35, lr: 0.0000934, val loss: 77.91593, acc: 73.14000
Mon Jul 24 18:03:32 2023 Epoch 36, lr: 0.0000930, val loss: 77.61466, acc: 73.34000
Mon Jul 24 18:04:19 2023 Epoch 37, lr: 0.0000926, val loss: 76.88391, acc: 73.40000
Mon Jul 24 18:05:07 2023 Epoch 38, lr: 0.0000922, val loss: 76.93891, acc: 73.55000
Mon Jul 24 18:05:55 2023 Epoch 39, lr: 0.0000918, val loss: 76.44909, acc: 73.91000
Mon Jul 24 18:06:44 2023 Epoch 40, lr: 0.0000914, val loss: 75.42202, acc: 74.02000
Mon Jul 24 18:07:32 2023 Epoch 41, lr: 0.0000909, val loss: 74.99011, acc: 74.12000
Mon Jul 24 18:08:20 2023 Epoch 42, lr: 0.0000905, val loss: 74.57512, acc: 74.22000
Mon Jul 24 18:09:09 2023 Epoch 43, lr: 0.0000900, val loss: 74.33767, acc: 74.48000
Mon Jul 24 18:09:57 2023 Epoch 44, lr: 0.0000895, val loss: 73.17266, acc: 74.82000
Mon Jul 24 18:10:45 2023 Epoch 45, lr: 0.0000890, val loss: 74.01003, acc: 74.93000
Mon Jul 24 18:11:32 2023 Epoch 46, lr: 0.0000885, val loss: 74.70250, acc: 74.69000
Mon Jul 24 18:12:20 2023 Epoch 47, lr: 0.0000880, val loss: 72.94342, acc: 75.08000
Mon Jul 24 18:13:08 2023 Epoch 48, lr: 0.0000875, val loss: 73.99080, acc: 74.93000
Mon Jul 24 18:13:57 2023 Epoch 49, lr: 0.0000870, val loss: 72.15487, acc: 75.24000
Mon Jul 24 18:14:47 2023 Epoch 50, lr: 0.0000864, val loss: 72.74465, acc: 75.49000
Mon Jul 24 18:15:37 2023 Epoch 51, lr: 0.0000859, val loss: 71.96900, acc: 75.70000
Mon Jul 24 18:16:26 2023 Epoch 52, lr: 0.0000854, val loss: 71.86772, acc: 75.90000
Mon Jul 24 18:17:15 2023 Epoch 53, lr: 0.0000848, val loss: 70.77807, acc: 76.26000
Mon Jul 24 18:18:05 2023 Epoch 54, lr: 0.0000842, val loss: 69.46469, acc: 76.65000
Mon Jul 24 18:18:54 2023 Epoch 55, lr: 0.0000837, val loss: 69.71304, acc: 76.54000
Mon Jul 24 18:19:43 2023 Epoch 56, lr: 0.0000831, val loss: 72.48663, acc: 75.83000
Mon Jul 24 18:20:32 2023 Epoch 57, lr: 0.0000825, val loss: 69.44894, acc: 76.19000
Mon Jul 24 18:21:23 2023 Epoch 58, lr: 0.0000819, val loss: 71.54358, acc: 76.43000
Mon Jul 24 18:22:14 2023 Epoch 59, lr: 0.0000813, val loss: 69.94912, acc: 76.71000
Mon Jul 24 18:23:05 2023 Epoch 60, lr: 0.0000806, val loss: 68.98574, acc: 77.15000
Mon Jul 24 18:23:57 2023 Epoch 61, lr: 0.0000800, val loss: 68.86715, acc: 77.24000
Mon Jul 24 18:24:49 2023 Epoch 62, lr: 0.0000794, val loss: 70.90070, acc: 76.50000
Mon Jul 24 18:25:40 2023 Epoch 63, lr: 0.0000788, val loss: 68.70279, acc: 77.38000
Mon Jul 24 18:26:30 2023 Epoch 64, lr: 0.0000781, val loss: 69.71280, acc: 77.17000
Mon Jul 24 18:27:20 2023 Epoch 65, lr: 0.0000775, val loss: 68.64125, acc: 77.28000
Mon Jul 24 18:28:09 2023 Epoch 66, lr: 0.0000768, val loss: 69.01582, acc: 76.98000
Mon Jul 24 18:28:58 2023 Epoch 67, lr: 0.0000761, val loss: 69.69077, acc: 77.08000
Mon Jul 24 18:29:48 2023 Epoch 68, lr: 0.0000755, val loss: 69.37579, acc: 77.14000
Mon Jul 24 18:30:37 2023 Epoch 69, lr: 0.0000748, val loss: 67.75133, acc: 77.48000
Mon Jul 24 18:31:27 2023 Epoch 70, lr: 0.0000741, val loss: 68.64892, acc: 77.92000
Mon Jul 24 18:32:16 2023 Epoch 71, lr: 0.0000734, val loss: 67.98701, acc: 77.60000
Mon Jul 24 18:33:06 2023 Epoch 72, lr: 0.0000727, val loss: 66.74810, acc: 78.24000
Mon Jul 24 18:33:55 2023 Epoch 73, lr: 0.0000720, val loss: 68.51646, acc: 77.66000
Mon Jul 24 18:34:43 2023 Epoch 74, lr: 0.0000713, val loss: 67.64115, acc: 77.96000
Mon Jul 24 18:35:33 2023 Epoch 75, lr: 0.0000706, val loss: 65.81277, acc: 78.39000
Mon Jul 24 18:36:23 2023 Epoch 76, lr: 0.0000699, val loss: 67.09646, acc: 78.47000
Mon Jul 24 18:37:11 2023 Epoch 77, lr: 0.0000691, val loss: 67.81409, acc: 77.78000
Mon Jul 24 18:37:59 2023 Epoch 78, lr: 0.0000684, val loss: 69.49882, acc: 77.94000
Mon Jul 24 18:38:48 2023 Epoch 79, lr: 0.0000677, val loss: 68.19839, acc: 77.99000
Mon Jul 24 18:39:36 2023 Epoch 80, lr: 0.0000669, val loss: 69.63014, acc: 77.64000
Mon Jul 24 18:40:26 2023 Epoch 81, lr: 0.0000662, val loss: 67.81839, acc: 78.63000
Mon Jul 24 18:41:14 2023 Epoch 82, lr: 0.0000655, val loss: 68.63384, acc: 78.07000
Mon Jul 24 18:42:05 2023 Epoch 83, lr: 0.0000647, val loss: 66.23260, acc: 79.02000
Mon Jul 24 18:42:53 2023 Epoch 84, lr: 0.0000639, val loss: 67.19612, acc: 78.80000
Mon Jul 24 18:43:41 2023 Epoch 85, lr: 0.0000632, val loss: 70.06860, acc: 78.12000
Mon Jul 24 18:44:29 2023 Epoch 86, lr: 0.0000624, val loss: 69.02974, acc: 78.76000
Mon Jul 24 18:45:16 2023 Epoch 87, lr: 0.0000617, val loss: 69.24255, acc: 78.43000
Mon Jul 24 18:46:04 2023 Epoch 88, lr: 0.0000609, val loss: 68.63111, acc: 78.85000
Mon Jul 24 18:46:52 2023 Epoch 89, lr: 0.0000601, val loss: 68.81102, acc: 78.36000
Mon Jul 24 18:47:41 2023 Epoch 90, lr: 0.0000594, val loss: 67.07623, acc: 79.10000
Mon Jul 24 18:48:30 2023 Epoch 91, lr: 0.0000586, val loss: 69.18201, acc: 78.65000
Mon Jul 24 18:49:19 2023 Epoch 92, lr: 0.0000578, val loss: 68.65704, acc: 79.14000
Mon Jul 24 18:50:07 2023 Epoch 93, lr: 0.0000570, val loss: 67.86354, acc: 79.45000
Mon Jul 24 18:50:54 2023 Epoch 94, lr: 0.0000563, val loss: 69.86891, acc: 78.84000
Mon Jul 24 18:51:43 2023 Epoch 95, lr: 0.0000555, val loss: 67.76090, acc: 79.61000
Mon Jul 24 18:52:30 2023 Epoch 96, lr: 0.0000547, val loss: 70.50411, acc: 78.90000
Mon Jul 24 18:53:17 2023 Epoch 97, lr: 0.0000539, val loss: 69.36149, acc: 78.72000
Mon Jul 24 18:54:05 2023 Epoch 98, lr: 0.0000531, val loss: 68.73544, acc: 79.38000
Mon Jul 24 18:54:53 2023 Epoch 99, lr: 0.0000524, val loss: 71.66376, acc: 78.45000
Mon Jul 24 18:55:41 2023 Epoch 100, lr: 0.0000516, val loss: 71.07108, acc: 78.81000
Mon Jul 24 18:56:29 2023 Epoch 101, lr: 0.0000508, val loss: 69.17990, acc: 78.92000
Mon Jul 24 18:57:16 2023 Epoch 102, lr: 0.0000500, val loss: 71.49848, acc: 78.76000
Mon Jul 24 18:58:04 2023 Epoch 103, lr: 0.0000492, val loss: 71.51577, acc: 78.69000
Mon Jul 24 18:58:53 2023 Epoch 104, lr: 0.0000484, val loss: 72.44309, acc: 78.38000
Mon Jul 24 18:59:41 2023 Epoch 105, lr: 0.0000476, val loss: 70.45853, acc: 79.07000
Mon Jul 24 19:00:29 2023 Epoch 106, lr: 0.0000469, val loss: 71.28190, acc: 78.74000
Mon Jul 24 19:01:17 2023 Epoch 107, lr: 0.0000461, val loss: 71.13797, acc: 79.10000
Mon Jul 24 19:02:05 2023 Epoch 108, lr: 0.0000453, val loss: 71.08101, acc: 78.97000
Mon Jul 24 19:02:53 2023 Epoch 109, lr: 0.0000445, val loss: 70.97066, acc: 79.12000
Mon Jul 24 19:03:41 2023 Epoch 110, lr: 0.0000437, val loss: 70.85935, acc: 79.11000
Mon Jul 24 19:04:29 2023 Epoch 111, lr: 0.0000430, val loss: 70.26898, acc: 79.61000
Mon Jul 24 19:05:17 2023 Epoch 112, lr: 0.0000422, val loss: 72.67511, acc: 78.56000
Mon Jul 24 19:06:05 2023 Epoch 113, lr: 0.0000414, val loss: 72.16818, acc: 79.05000
Mon Jul 24 19:06:53 2023 Epoch 114, lr: 0.0000406, val loss: 71.99635, acc: 79.09000
Mon Jul 24 19:07:40 2023 Epoch 115, lr: 0.0000399, val loss: 73.38789, acc: 78.88000
Mon Jul 24 19:08:27 2023 Epoch 116, lr: 0.0000391, val loss: 73.60897, acc: 79.30000
Mon Jul 24 19:09:14 2023 Epoch 117, lr: 0.0000383, val loss: 74.39869, acc: 78.88000
Mon Jul 24 19:10:00 2023 Epoch 118, lr: 0.0000376, val loss: 72.38689, acc: 79.31000
Mon Jul 24 19:10:51 2023 Epoch 119, lr: 0.0000368, val loss: 75.05549, acc: 78.64000
Mon Jul 24 19:11:52 2023 Epoch 120, lr: 0.0000361, val loss: 74.44910, acc: 79.23000
Mon Jul 24 19:12:53 2023 Epoch 121, lr: 0.0000353, val loss: 73.83858, acc: 78.99000
Mon Jul 24 19:13:54 2023 Epoch 122, lr: 0.0000345, val loss: 73.07503, acc: 79.35000
Mon Jul 24 19:14:56 2023 Epoch 123, lr: 0.0000338, val loss: 75.32862, acc: 78.78000
Mon Jul 24 19:15:57 2023 Epoch 124, lr: 0.0000331, val loss: 73.96961, acc: 79.05000
Mon Jul 24 19:16:58 2023 Epoch 125, lr: 0.0000323, val loss: 75.14398, acc: 79.09000
Mon Jul 24 19:18:00 2023 Epoch 126, lr: 0.0000316, val loss: 75.24186, acc: 78.71000
Mon Jul 24 19:19:01 2023 Epoch 127, lr: 0.0000309, val loss: 75.27365, acc: 79.28000
Mon Jul 24 19:20:02 2023 Epoch 128, lr: 0.0000301, val loss: 75.68371, acc: 79.15000
Mon Jul 24 19:21:03 2023 Epoch 129, lr: 0.0000294, val loss: 75.24623, acc: 79.34000
Mon Jul 24 19:22:05 2023 Epoch 130, lr: 0.0000287, val loss: 75.61386, acc: 79.12000
Mon Jul 24 19:23:07 2023 Epoch 131, lr: 0.0000280, val loss: 76.67576, acc: 79.00000
Mon Jul 24 19:24:09 2023 Epoch 132, lr: 0.0000273, val loss: 77.00589, acc: 79.23000
Mon Jul 24 19:25:10 2023 Epoch 133, lr: 0.0000266, val loss: 75.88227, acc: 79.11000
Mon Jul 24 19:26:12 2023 Epoch 134, lr: 0.0000259, val loss: 74.88036, acc: 79.96000
Mon Jul 24 19:27:13 2023 Epoch 135, lr: 0.0000252, val loss: 75.66533, acc: 79.25000
Mon Jul 24 19:28:14 2023 Epoch 136, lr: 0.0000245, val loss: 77.32445, acc: 79.09000
Mon Jul 24 19:29:16 2023 Epoch 137, lr: 0.0000239, val loss: 77.97532, acc: 79.20000
Mon Jul 24 19:30:17 2023 Epoch 138, lr: 0.0000232, val loss: 77.26302, acc: 79.26000
Mon Jul 24 19:31:18 2023 Epoch 139, lr: 0.0000225, val loss: 76.30153, acc: 79.66000
Mon Jul 24 19:32:20 2023 Epoch 140, lr: 0.0000219, val loss: 76.86686, acc: 79.22000
Mon Jul 24 19:33:22 2023 Epoch 141, lr: 0.0000212, val loss: 76.52109, acc: 79.54000
Mon Jul 24 19:34:25 2023 Epoch 142, lr: 0.0000206, val loss: 77.68602, acc: 79.26000
Mon Jul 24 19:35:28 2023 Epoch 143, lr: 0.0000200, val loss: 79.18788, acc: 79.03000
Mon Jul 24 19:36:30 2023 Epoch 144, lr: 0.0000194, val loss: 78.33024, acc: 79.24000
Mon Jul 24 19:37:33 2023 Epoch 145, lr: 0.0000187, val loss: 79.85798, acc: 79.05000
Mon Jul 24 19:38:37 2023 Epoch 146, lr: 0.0000181, val loss: 77.69663, acc: 79.25000
Mon Jul 24 19:39:40 2023 Epoch 147, lr: 0.0000175, val loss: 78.99672, acc: 79.13000
Mon Jul 24 19:40:44 2023 Epoch 148, lr: 0.0000169, val loss: 78.65984, acc: 79.25000
Mon Jul 24 19:41:47 2023 Epoch 149, lr: 0.0000163, val loss: 77.80206, acc: 79.68000
Mon Jul 24 19:42:51 2023 Epoch 150, lr: 0.0000158, val loss: 78.51340, acc: 79.58000
Mon Jul 24 19:43:55 2023 Epoch 151, lr: 0.0000152, val loss: 79.60558, acc: 79.04000
Mon Jul 24 19:44:59 2023 Epoch 152, lr: 0.0000146, val loss: 78.74404, acc: 79.40000
Mon Jul 24 19:46:03 2023 Epoch 153, lr: 0.0000141, val loss: 78.65012, acc: 79.18000
Mon Jul 24 19:47:06 2023 Epoch 154, lr: 0.0000136, val loss: 79.33738, acc: 79.25000
Mon Jul 24 19:48:10 2023 Epoch 155, lr: 0.0000130, val loss: 79.07621, acc: 79.54000
Mon Jul 24 19:49:13 2023 Epoch 156, lr: 0.0000125, val loss: 80.36198, acc: 79.39000
Mon Jul 24 19:50:16 2023 Epoch 157, lr: 0.0000120, val loss: 78.50424, acc: 79.61000
Mon Jul 24 19:51:20 2023 Epoch 158, lr: 0.0000115, val loss: 79.05063, acc: 79.54000
Mon Jul 24 19:52:23 2023 Epoch 159, lr: 0.0000110, val loss: 79.75080, acc: 79.50000
Mon Jul 24 19:53:27 2023 Epoch 160, lr: 0.0000105, val loss: 79.59832, acc: 79.34000
Mon Jul 24 19:54:31 2023 Epoch 161, lr: 0.0000100, val loss: 79.34837, acc: 79.63000
Mon Jul 24 19:55:35 2023 Epoch 162, lr: 0.0000095, val loss: 80.30992, acc: 79.34000
Mon Jul 24 19:56:39 2023 Epoch 163, lr: 0.0000091, val loss: 81.02282, acc: 79.36000
Mon Jul 24 19:57:43 2023 Epoch 164, lr: 0.0000086, val loss: 81.64861, acc: 79.12000
Mon Jul 24 19:58:46 2023 Epoch 165, lr: 0.0000082, val loss: 80.94604, acc: 79.42000
Mon Jul 24 19:59:49 2023 Epoch 166, lr: 0.0000078, val loss: 80.28727, acc: 79.47000
Mon Jul 24 20:00:53 2023 Epoch 167, lr: 0.0000074, val loss: 80.68890, acc: 79.35000
Mon Jul 24 20:01:57 2023 Epoch 168, lr: 0.0000070, val loss: 80.08643, acc: 79.56000
Mon Jul 24 20:03:01 2023 Epoch 169, lr: 0.0000066, val loss: 80.89544, acc: 79.41000
Mon Jul 24 20:04:05 2023 Epoch 170, lr: 0.0000062, val loss: 81.00903, acc: 79.35000
Mon Jul 24 20:05:08 2023 Epoch 171, lr: 0.0000058, val loss: 80.52699, acc: 79.54000
Mon Jul 24 20:06:12 2023 Epoch 172, lr: 0.0000054, val loss: 81.17477, acc: 79.44000
Mon Jul 24 20:07:16 2023 Epoch 173, lr: 0.0000051, val loss: 81.22392, acc: 79.29000
Mon Jul 24 20:08:21 2023 Epoch 174, lr: 0.0000048, val loss: 81.53180, acc: 79.51000
Mon Jul 24 20:09:26 2023 Epoch 175, lr: 0.0000044, val loss: 81.28513, acc: 79.30000
Mon Jul 24 20:10:31 2023 Epoch 176, lr: 0.0000041, val loss: 81.71436, acc: 79.26000
Mon Jul 24 20:11:37 2023 Epoch 177, lr: 0.0000038, val loss: 82.05104, acc: 79.03000
Mon Jul 24 20:12:41 2023 Epoch 178, lr: 0.0000035, val loss: 80.83176, acc: 79.31000
Mon Jul 24 20:13:45 2023 Epoch 179, lr: 0.0000032, val loss: 81.61382, acc: 79.20000
Mon Jul 24 20:14:48 2023 Epoch 180, lr: 0.0000030, val loss: 81.25145, acc: 79.33000
Mon Jul 24 20:15:52 2023 Epoch 181, lr: 0.0000027, val loss: 81.25873, acc: 79.33000
Mon Jul 24 20:16:55 2023 Epoch 182, lr: 0.0000024, val loss: 81.96201, acc: 79.31000
Mon Jul 24 20:17:59 2023 Epoch 183, lr: 0.0000022, val loss: 81.65222, acc: 79.48000
Mon Jul 24 20:19:02 2023 Epoch 184, lr: 0.0000020, val loss: 82.05736, acc: 79.33000
Mon Jul 24 20:20:05 2023 Epoch 185, lr: 0.0000018, val loss: 81.48237, acc: 79.49000
